ANO,MÊS,PARTIDO,SEXO,FAIXA ,FILIADOS
2020,4,PRTB,MASCULINO,70 a 79 anos,"4,319"
2020,4,PRTB,MASCULINO,Inválida,2
2020,4,PRTB,MASCULINO,Superior a 79 anos,"1,450"
2020,4,PRTB,NÃO INFORMADO,45 a 59 anos,12
2020,4,PRTB,NÃO INFORMADO,60 a 69 anos,12
2020,4,PRTB,NÃO INFORMADO,70 a 79 anos,5
2020,4,PRTB,NÃO INFORMADO,Superior a 79 anos,7
2020,4,PSB,FEMININO,16 anos,35
2020,4,PSB,FEMININO,17 anos,131
2020,4,PSB,FEMININO,18 a 20 anos,"1,228"
2020,4,PSB,FEMININO,21 a 24 anos,"5,073"
2020,4,PSB,FEMININO,25 a 34 anos,"38,327"
2020,4,PSB,FEMININO,35 a 44 anos,"67,433"
2020,4,PSB,FEMININO,45 a 59 anos,"100,488"
2020,4,PSB,FEMININO,60 a 69 anos,"44,300"
2020,4,PSB,FEMININO,70 a 79 anos,"19,132"
2020,4,PSB,FEMININO,Inválida,9
2020,4,PSB,FEMININO,Superior a 79 anos,"7,834"
2020,4,PSB,MASCULINO,16 anos,52
2020,4,PSB,MASCULINO,17 anos,126
2020,4,PSB,MASCULINO,18 a 20 anos,"1,435"
2020,4,PSB,MASCULINO,21 a 24 anos,"5,738"
2020,4,PSB,MASCULINO,25 a 34 anos,"45,344"
2020,4,PSB,MASCULINO,35 a 44 anos,"84,914"
2020,4,PSB,MASCULINO,45 a 59 anos,"129,798"
2020,4,PSB,MASCULINO,60 a 69 anos,"56,860"
2020,4,PSB,MASCULINO,70 a 79 anos,"23,966"
2020,4,PSB,MASCULINO,Inválida,9
2020,4,PSB,MASCULINO,Superior a 79 anos,"8,736"
2020,4,PSB,NÃO INFORMADO,35 a 44 anos,2
2020,4,PSB,NÃO INFORMADO,45 a 59 anos,83
2020,4,PSB,NÃO INFORMADO,60 a 69 anos,57
2020,4,PSB,NÃO INFORMADO,70 a 79 anos,47
2020,4,PSB,NÃO INFORMADO,Superior a 79 anos,45
2020,4,PSC,FEMININO,16 anos,62
2020,4,PSC,FEMININO,17 anos,123
2020,4,PSC,FEMININO,18 a 20 anos,997
2020,4,PSC,FEMININO,21 a 24 anos,"3,443"
2020,4,PSC,FEMININO,25 a 34 anos,"26,659"
2020,4,PSC,FEMININO,35 a 44 anos,"42,638"
2020,4,PSC,FEMININO,45 a 59 anos,"66,909"
2020,4,PSC,FEMININO,60 a 69 anos,"28,459"
2020,4,PSC,FEMININO,70 a 79 anos,"13,048"
2020,4,PSC,FEMININO,Inválida,7
2020,4,PSC,FEMININO,Superior a 79 anos,"5,807"
2020,4,PSC,MASCULINO,16 anos,48
2020,4,PSC,MASCULINO,17 anos,101
2020,4,PSC,MASCULINO,18 a 20 anos,"1,072"
2020,4,PSC,MASCULINO,21 a 24 anos,"4,086"
2020,4,PSC,MASCULINO,25 a 34 anos,"30,629"
2020,4,PSC,MASCULINO,35 a 44 anos,"54,075"
2020,4,PSC,MASCULINO,45 a 59 anos,"85,378"
2020,4,PSC,MASCULINO,60 a 69 anos,"34,912"
2020,4,PSC,MASCULINO,70 a 79 anos,"14,895"
2020,4,PSC,MASCULINO,Inválida,7
2020,4,PSC,MASCULINO,Superior a 79 anos,"5,959"
2020,4,PSC,NÃO INFORMADO,45 a 59 anos,45
2020,4,PSC,NÃO INFORMADO,60 a 69 anos,31
2020,4,PSC,NÃO INFORMADO,70 a 79 anos,35
2020,4,PSC,NÃO INFORMADO,Superior a 79 anos,29
2020,4,PSD,FEMININO,16 anos,113
2020,4,PSD,FEMININO,17 anos,238
2020,4,PSD,FEMININO,18 a 20 anos,"2,020"
2020,4,PSD,FEMININO,21 a 24 anos,"7,134"
2020,4,PSD,FEMININO,25 a 34 anos,"38,927"
2020,4,PSD,FEMININO,35 a 44 anos,"45,710"
2020,4,PSD,FEMININO,45 a 59 anos,"52,349"
2020,4,PSD,FEMININO,60 a 69 anos,"16,859"
2020,4,PSD,FEMININO,70 a 79 anos,"5,696"
2020,4,PSD,FEMININO,Inválida,27
2020,4,PSD,FEMININO,Superior a 79 anos,"1,358"
2020,4,PSD,MASCULINO,16 anos,81
2020,4,PSD,MASCULINO,17 anos,221
2020,4,PSD,MASCULINO,18 a 20 anos,"2,273"
2020,4,PSD,MASCULINO,21 a 24 anos,"8,352"
2020,4,PSD,MASCULINO,25 a 34 anos,"47,053"
2020,4,PSD,MASCULINO,35 a 44 anos,"60,103"
2020,4,PSD,MASCULINO,45 a 59 anos,"77,149"
2020,4,PSD,MASCULINO,60 a 69 anos,"28,521"
2020,4,PSD,MASCULINO,70 a 79 anos,"9,918"
2020,4,PSD,MASCULINO,Inválida,17
2020,4,PSD,MASCULINO,Superior a 79 anos,"2,254"
2020,4,PSD,NÃO INFORMADO,45 a 59 anos,24
2020,4,PSD,NÃO INFORMADO,60 a 69 anos,8
2020,4,PSD,NÃO INFORMADO,70 a 79 anos,6
2020,4,PSD,NÃO INFORMADO,Superior a 79 anos,2
2020,4,PSDB,FEMININO,16 anos,71
2020,4,PSDB,FEMININO,17 anos,156
2020,4,PSDB,FEMININO,18 a 20 anos,"1,961"
2020,4,PSDB,FEMININO,21 a 24 anos,"8,275"
2020,4,PSDB,FEMININO,25 a 34 anos,"62,307"
2020,4,PSDB,FEMININO,35 a 44 anos,"127,318"
2020,4,PSDB,FEMININO,45 a 59 anos,"239,336"
2020,4,PSDB,FEMININO,60 a 69 anos,"114,773"
2020,4,PSDB,FEMININO,70 a 79 anos,"55,154"
2020,4,PSDB,FEMININO,Inválida,19
2020,4,PSDB,FEMININO,Superior a 79 anos,"24,016"
2020,4,PSDB,MASCULINO,16 anos,60
2020,4,PSDB,MASCULINO,17 anos,179
2020,4,PSDB,MASCULINO,18 a 20 anos,"2,280"
2020,4,PSDB,MASCULINO,21 a 24 anos,"10,387"
2020,4,PSDB,MASCULINO,25 a 34 anos,"75,649"
2020,4,PSDB,MASCULINO,35 a 44 anos,"150,007"
2020,4,PSDB,MASCULINO,45 a 59 anos,"277,352"
2020,4,PSDB,MASCULINO,60 a 69 anos,"135,597"
2020,4,PSDB,MASCULINO,70 a 79 anos,"66,037"
2020,4,PSDB,MASCULINO,Inválida,17
2020,4,PSDB,MASCULINO,Superior a 79 anos,"27,687"
2020,4,PSDB,NÃO INFORMADO,35 a 44 anos,1
2020,4,PSDB,NÃO INFORMADO,45 a 59 anos,139
2020,4,PSDB,NÃO INFORMADO,60 a 69 anos,123
2020,4,PSDB,NÃO INFORMADO,70 a 79 anos,137
2020,4,PSDB,NÃO INFORMADO,Superior a 79 anos,130
2020,4,PSL,FEMININO,16 anos,64
2020,4,PSL,FEMININO,17 anos,193
2020,4,PSL,FEMININO,18 a 20 anos,"1,979"
2020,4,PSL,FEMININO,21 a 24 anos,"4,820"
2020,4,PSL,FEMININO,25 a 34 anos,"23,795"
2020,4,PSL,FEMININO,35 a 44 anos,"40,149"
2020,4,PSL,FEMININO,45 a 59 anos,"51,819"
2020,4,PSL,FEMININO,60 a 69 anos,"20,652"
2020,4,PSL,FEMININO,70 a 79 anos,"7,793"
2020,4,PSL,FEMININO,Inválida,8
2020,4,PSL,FEMININO,Superior a 79 anos,"2,673"
2020,4,PSL,MASCULINO,16 anos,76
2020,4,PSL,MASCULINO,17 anos,326
2020,4,PSL,MASCULINO,18 a 20 anos,"4,536"
2020,4,PSL,MASCULINO,21 a 24 anos,"11,449"
2020,4,PSL,MASCULINO,25 a 34 anos,"53,064"
2020,4,PSL,MASCULINO,35 a 44 anos,"76,468"
2020,4,PSL,MASCULINO,45 a 59 anos,"90,141"
2020,4,PSL,MASCULINO,60 a 69 anos,"31,895"
2020,4,PSL,MASCULINO,70 a 79 anos,"10,825"
2020,4,PSL,MASCULINO,Inválida,10
2020,4,PSL,MASCULINO,Superior a 79 anos,"3,066"
2020,4,PSL,NÃO INFORMADO,45 a 59 anos,29
2020,4,PSL,NÃO INFORMADO,60 a 69 anos,28
2020,4,PSL,NÃO INFORMADO,70 a 79 anos,16
2020,4,PSL,NÃO INFORMADO,Superior a 79 anos,16
2020,4,PSOL,FEMININO,16 anos,22
2020,4,PSOL,FEMININO,17 anos,103
2020,4,PSOL,FEMININO,18 a 20 anos,"1,831"
2020,4,PSOL,FEMININO,21 a 24 anos,"6,013"
2020,4,PSOL,FEMININO,25 a 34 anos,"23,551"
2020,4,PSOL,FEMININO,35 a 44 anos,"22,842"
2020,4,PSOL,FEMININO,45 a 59 anos,"23,174"
2020,4,PSOL,FEMININO,60 a 69 anos,"7,570"
2020,4,PSOL,FEMININO,70 a 79 anos,"2,527"
2020,4,PSOL,FEMININO,Inválida,5
2020,4,PSOL,FEMININO,Superior a 79 anos,611
2020,4,PSOL,MASCULINO,16 anos,17
2020,4,PSOL,MASCULINO,17 anos,92
2020,4,PSOL,MASCULINO,18 a 20 anos,"1,657"
2020,4,PSOL,MASCULINO,21 a 24 anos,"5,897"
2020,4,PSOL,MASCULINO,25 a 34 anos,"26,077"
2020,4,PSOL,MASCULINO,35 a 44 anos,"25,996"
2020,4,PSOL,MASCULINO,45 a 59 anos,"26,202"
2020,4,PSOL,MASCULINO,60 a 69 anos,"8,902"
2020,4,PSOL,MASCULINO,70 a 79 anos,"2,879"
2020,4,PSOL,MASCULINO,Inválida,1
2020,4,PSOL,MASCULINO,Superior a 79 anos,667
2020,4,PSOL,NÃO INFORMADO,45 a 59 anos,8
2020,4,PSOL,NÃO INFORMADO,60 a 69 anos,12
2020,4,PSOL,NÃO INFORMADO,70 a 79 anos,3
2020,4,PSOL,NÃO INFORMADO,Superior a 79 anos,2
2020,4,PSTU,FEMININO,17 anos,1
2020,4,PSTU,FEMININO,18 a 20 anos,9
2020,4,PSTU,FEMININO,21 a 24 anos,86
2020,4,PSTU,FEMININO,25 a 34 anos,838
2020,4,PSTU,FEMININO,35 a 44 anos,"1,413"
2020,4,PSTU,FEMININO,45 a 59 anos,"3,006"
2020,4,PSTU,FEMININO,60 a 69 anos,"1,222"
2020,4,PSTU,FEMININO,70 a 79 anos,478
2020,4,PSTU,FEMININO,Superior a 79 anos,246
2020,4,PSTU,MASCULINO,17 anos,1
2020,4,PSTU,MASCULINO,18 a 20 anos,9
2020,4,PSTU,MASCULINO,21 a 24 anos,79
2020,4,PSTU,MASCULINO,25 a 34 anos,975
2020,4,PSTU,MASCULINO,35 a 44 anos,"2,039"
2020,4,PSTU,MASCULINO,45 a 59 anos,"3,643"
2020,4,PSTU,MASCULINO,60 a 69 anos,"1,247"
2020,4,PSTU,MASCULINO,70 a 79 anos,401
2020,4,PSTU,MASCULINO,Superior a 79 anos,125
2020,4,PSTU,NÃO INFORMADO,45 a 59 anos,1
2020,4,PSTU,NÃO INFORMADO,60 a 69 anos,3
2020,4,PSTU,NÃO INFORMADO,Superior a 79 anos,1
2020,4,PT,FEMININO,16 anos,47
2020,4,PT,FEMININO,17 anos,206
2020,4,PT,FEMININO,18 a 20 anos,"2,265"
2020,4,PT,FEMININO,21 a 24 anos,"7,017"
2020,4,PT,FEMININO,25 a 34 anos,"86,740"
2020,4,PT,FEMININO,35 a 44 anos,"164,399"
2020,4,PT,FEMININO,45 a 59 anos,"250,280"
2020,4,PT,FEMININO,60 a 69 anos,"122,118"
2020,4,PT,FEMININO,70 a 79 anos,"50,343"
2020,4,PT,FEMININO,Inválida,12
2020,4,PT,FEMININO,Superior a 79 anos,"20,293"
2020,4,PT,MASCULINO,16 anos,44
2020,4,PT,MASCULINO,17 anos,228
2020,4,PT,MASCULINO,18 a 20 anos,"2,213"
2020,4,PT,MASCULINO,21 a 24 anos,"7,275"
2020,4,PT,MASCULINO,25 a 34 anos,"89,684"
2020,4,PT,MASCULINO,35 a 44 anos,"186,581"
2020,4,PT,MASCULINO,45 a 59 anos,"304,453"
2020,4,PT,MASCULINO,60 a 69 anos,"154,824"
2020,4,PT,MASCULINO,70 a 79 anos,"61,279"
2020,4,PT,MASCULINO,Inválida,17
2020,4,PT,MASCULINO,Superior a 79 anos,"23,341"
2020,4,PT,NÃO INFORMADO,35 a 44 anos,2
2020,4,PT,NÃO INFORMADO,45 a 59 anos,201
2020,4,PT,NÃO INFORMADO,60 a 69 anos,203
2020,4,PT,NÃO INFORMADO,70 a 79 anos,141
2020,4,PT,NÃO INFORMADO,Superior a 79 anos,109
2020,4,PTB,FEMININO,16 anos,47
2020,4,PTB,FEMININO,17 anos,119
2020,4,PTB,FEMININO,18 a 20 anos,"1,267"
2020,4,PTB,FEMININO,21 a 24 anos,"4,397"
2020,4,PTB,FEMININO,25 a 34 anos,"36,231"
2020,4,PTB,FEMININO,35 a 44 anos,"88,696"
2020,4,PTB,FEMININO,45 a 59 anos,"186,886"
2020,4,PTB,FEMININO,60 a 69 anos,"107,454"
2020,4,PTB,FEMININO,70 a 79 anos,"54,498"
2020,4,PTB,FEMININO,Inválida,9
2020,4,PTB,FEMININO,Superior a 79 anos,"28,104"
2020,4,PTB,MASCULINO,16 anos,33
2020,4,PTB,MASCULINO,17 anos,134
2020,4,PTB,MASCULINO,18 a 20 anos,"1,344"
2020,4,PTB,MASCULINO,21 a 24 anos,"4,579"
2020,4,PTB,MASCULINO,25 a 34 anos,"40,812"
2020,4,PTB,MASCULINO,35 a 44 anos,"103,966"
2020,4,PTB,MASCULINO,45 a 59 anos,"217,738"
2020,4,PTB,MASCULINO,60 a 69 anos,"121,606"
2020,4,PTB,MASCULINO,70 a 79 anos,"61,789"
2020,4,PTB,MASCULINO,Inválida,13
2020,4,PTB,MASCULINO,Superior a 79 anos,"31,560"
2020,4,PTB,NÃO INFORMADO,45 a 59 anos,169
2020,4,PTB,NÃO INFORMADO,60 a 69 anos,175
2020,4,PTB,NÃO INFORMADO,70 a 79 anos,156
2020,4,PTB,NÃO INFORMADO,Superior a 79 anos,190
2020,4,PTC,FEMININO,16 anos,14
2020,4,PTC,FEMININO,17 anos,38
2020,4,PTC,FEMININO,18 a 20 anos,414
2020,4,PTC,FEMININO,21 a 24 anos,"1,417"
2020,4,PTC,FEMININO,25 a 34 anos,"10,359"
2020,4,PTC,FEMININO,35 a 44 anos,"16,311"
2020,4,PTC,FEMININO,45 a 59 anos,"31,048"
2020,4,PTC,FEMININO,60 a 69 anos,"14,841"
2020,4,PTC,FEMININO,70 a 79 anos,"7,152"
2020,4,PTC,FEMININO,Inválida,7
2020,4,PTC,FEMININO,Superior a 79 anos,"3,604"
2020,4,PTC,MASCULINO,16 anos,20
2020,4,PTC,MASCULINO,17 anos,42
2020,4,PTC,MASCULINO,18 a 20 anos,435
2020,4,PTC,MASCULINO,21 a 24 anos,"1,649"
2020,4,PTC,MASCULINO,25 a 34 anos,"11,951"
2020,4,PTC,MASCULINO,35 a 44 anos,"20,975"
2020,4,PTC,MASCULINO,45 a 59 anos,"39,115"
2020,4,PTC,MASCULINO,60 a 69 anos,"17,962"
2020,4,PTC,MASCULINO,70 a 79 anos,"8,076"
2020,4,PTC,MASCULINO,Inválida,6
2020,4,PTC,MASCULINO,Superior a 79 anos,"3,865"
2020,4,PTC,NÃO INFORMADO,35 a 44 anos,1
2020,4,PTC,NÃO INFORMADO,45 a 59 anos,22
2020,4,PTC,NÃO INFORMADO,60 a 69 anos,28
2020,4,PTC,NÃO INFORMADO,70 a 79 anos,12
2020,4,PTC,NÃO INFORMADO,Superior a 79 anos,13
2020,4,PV,FEMININO,16 anos,21
2020,4,PV,FEMININO,17 anos,49
2020,4,PV,FEMININO,18 a 20 anos,611
2020,4,PV,FEMININO,21 a 24 anos,"2,551"
2020,4,PV,FEMININO,25 a 34 anos,"23,861"
2020,4,PV,FEMININO,35 a 44 anos,"42,225"
2020,4,PV,FEMININO,45 a 59 anos,"54,440"
2020,4,PV,FEMININO,60 a 69 anos,"21,407"
2020,4,PV,FEMININO,70 a 79 anos,"8,445"
2020,4,PV,FEMININO,Inválida,7
2020,4,PV,FEMININO,Superior a 79 anos,"3,153"
2020,4,PV,MASCULINO,16 anos,18
2020,4,PV,MASCULINO,17 anos,45
2020,4,PV,MASCULINO,18 a 20 anos,739
2020,4,PV,MASCULINO,21 a 24 anos,"3,016"
2020,4,PV,MASCULINO,25 a 34 anos,"29,029"
2020,4,PV,MASCULINO,35 a 44 anos,"56,235"
2020,4,PV,MASCULINO,45 a 59 anos,"74,910"
2020,4,PV,MASCULINO,60 a 69 anos,"29,776"
2020,4,PV,MASCULINO,70 a 79 anos,"11,406"
2020,4,PV,MASCULINO,Inválida,5
2020,4,PV,MASCULINO,Superior a 79 anos,"3,532"
2020,4,PV,NÃO INFORMADO,45 a 59 anos,32
2020,4,PV,NÃO INFORMADO,60 a 69 anos,22
2020,4,PV,NÃO INFORMADO,70 a 79 anos,13
2020,4,PV,NÃO INFORMADO,Superior a 79 anos,8
2020,4,REDE,FEMININO,16 anos,9
2020,4,REDE,FEMININO,17 anos,37
2020,4,REDE,FEMININO,18 a 20 anos,321
2020,4,REDE,FEMININO,21 a 24 anos,"1,084"
2020,4,REDE,FEMININO,25 a 34 anos,"3,232"
2020,4,REDE,FEMININO,35 a 44 anos,"3,709"
2020,4,REDE,FEMININO,45 a 59 anos,"3,793"
2020,4,REDE,FEMININO,60 a 69 anos,"1,069"
2020,4,REDE,FEMININO,70 a 79 anos,261
2020,4,REDE,FEMININO,Superior a 79 anos,42
2020,4,REDE,MASCULINO,16 anos,11
2020,4,REDE,MASCULINO,17 anos,38
2020,4,REDE,MASCULINO,18 a 20 anos,335
2020,4,REDE,MASCULINO,21 a 24 anos,"1,145"
2020,4,REDE,MASCULINO,25 a 34 anos,"4,316"
2020,4,REDE,MASCULINO,35 a 44 anos,"5,346"
2020,4,REDE,MASCULINO,45 a 59 anos,"6,015"
2020,4,REDE,MASCULINO,60 a 69 anos,"1,863"
2020,4,REDE,MASCULINO,70 a 79 anos,514
2020,4,REDE,MASCULINO,Superior a 79 anos,74
2020,4,REDE,NÃO INFORMADO,35 a 44 anos,1
2020,4,REDE,NÃO INFORMADO,45 a 59 anos,1
2020,4,REDE,NÃO INFORMADO,60 a 69 anos,2
2020,4,REDE,NÃO INFORMADO,70 a 79 anos,1
2020,4,REPUBLICANOS,FEMININO,16 anos,63
2020,4,REPUBLICANOS,FEMININO,17 anos,213
2020,4,REPUBLICANOS,FEMININO,18 a 20 anos,"2,149"
2020,4,REPUBLICANOS,FEMININO,21 a 24 anos,"7,504"
2020,4,REPUBLICANOS,FEMININO,25 a 34 anos,"52,570"
2020,4,REPUBLICANOS,FEMININO,35 a 44 anos,"65,647"
2020,4,REPUBLICANOS,FEMININO,45 a 59 anos,"72,479"
2020,4,REPUBLICANOS,FEMININO,60 a 69 anos,"27,431"
2020,4,REPUBLICANOS,FEMININO,70 a 79 anos,"10,657"
2020,4,REPUBLICANOS,FEMININO,Inválida,10
2020,4,REPUBLICANOS,FEMININO,Superior a 79 anos,"3,072"
2020,4,REPUBLICANOS,MASCULINO,16 anos,56
2020,4,REPUBLICANOS,MASCULINO,17 anos,178
2020,4,REPUBLICANOS,MASCULINO,18 a 20 anos,"2,232"
2020,4,REPUBLICANOS,MASCULINO,21 a 24 anos,"7,897"
2020,4,REPUBLICANOS,MASCULINO,25 a 34 anos,"51,390"
2020,4,REPUBLICANOS,MASCULINO,35 a 44 anos,"66,064"
2020,4,REPUBLICANOS,MASCULINO,45 a 59 anos,"72,986"
2020,4,REPUBLICANOS,MASCULINO,60 a 69 anos,"24,608"
2020,4,REPUBLICANOS,MASCULINO,70 a 79 anos,"8,866"
2020,4,REPUBLICANOS,MASCULINO,Inválida,12
2020,4,REPUBLICANOS,MASCULINO,Superior a 79 anos,"2,303"
2020,4,REPUBLICANOS,NÃO INFORMADO,45 a 59 anos,20
2020,4,REPUBLICANOS,NÃO INFORMADO,60 a 69 anos,22
2020,4,REPUBLICANOS,NÃO INFORMADO,70 a 79 anos,13
2020,4,REPUBLICANOS,NÃO INFORMADO,Superior a 79 anos,8
2020,4,SOLIDARIEDADE,FEMININO,16 anos,62
2020,4,SOLIDARIEDADE,FEMININO,17 anos,122
2020,4,SOLIDARIEDADE,FEMININO,18 a 20 anos,"1,752"
2020,4,SOLIDARIEDADE,FEMININO,21 a 24 anos,"8,756"
2020,4,SOLIDARIEDADE,FEMININO,25 a 34 anos,"29,078"
2020,4,SOLIDARIEDADE,FEMININO,35 a 44 anos,"29,873"
2020,4,SOLIDARIEDADE,FEMININO,45 a 59 anos,"31,995"
2020,4,SOLIDARIEDADE,FEMININO,60 a 69 anos,"10,217"
2020,4,SOLIDARIEDADE,FEMININO,70 a 79 anos,"3,464"
2020,4,SOLIDARIEDADE,FEMININO,Inválida,9
2020,4,SOLIDARIEDADE,FEMININO,Superior a 79 anos,775
2020,4,SOLIDARIEDADE,MASCULINO,16 anos,48
2020,4,SOLIDARIEDADE,MASCULINO,17 anos,138
2020,4,SOLIDARIEDADE,MASCULINO,18 a 20 anos,"1,751"
2020,4,SOLIDARIEDADE,MASCULINO,21 a 24 anos,"9,156"
2020,4,SOLIDARIEDADE,MASCULINO,25 a 34 anos,"31,851"
2020,4,SOLIDARIEDADE,MASCULINO,35 a 44 anos,"35,150"
2020,4,SOLIDARIEDADE,MASCULINO,45 a 59 anos,"39,760"
2020,4,SOLIDARIEDADE,MASCULINO,60 a 69 anos,"13,212"
2020,4,SOLIDARIEDADE,MASCULINO,70 a 79 anos,"4,481"
2020,4,SOLIDARIEDADE,MASCULINO,Inválida,12
2020,4,SOLIDARIEDADE,MASCULINO,Superior a 79 anos,910
2020,4,SOLIDARIEDADE,NÃO INFORMADO,45 a 59 anos,12
2020,4,SOLIDARIEDADE,NÃO INFORMADO,60 a 69 anos,12
2020,4,SOLIDARIEDADE,NÃO INFORMADO,70 a 79 anos,10
2020,4,UP,FEMININO,17 anos,1
2020,4,UP,FEMININO,18 a 20 anos,63
2020,4,UP,FEMININO,21 a 24 anos,112
2020,4,UP,FEMININO,25 a 34 anos,166
2020,4,UP,FEMININO,35 a 44 anos,100
2020,4,UP,FEMININO,45 a 59 anos,79
2020,4,UP,FEMININO,60 a 69 anos,22
2020,4,UP,FEMININO,70 a 79 anos,1
2020,4,UP,MASCULINO,16 anos,1
2020,4,UP,MASCULINO,17 anos,1
2020,4,UP,MASCULINO,18 a 20 anos,41
2020,4,UP,MASCULINO,21 a 24 anos,99
2020,4,UP,MASCULINO,25 a 34 anos,173
2020,4,UP,MASCULINO,35 a 44 anos,125
2020,4,UP,MASCULINO,45 a 59 anos,83
2020,4,UP,MASCULINO,60 a 69 anos,41
2020,4,UP,MASCULINO,70 a 79 anos,6
2019,10,AVANTE,FEMININO,17 anos,7
2019,10,AVANTE,FEMININO,18 a 20 anos,176
2019,10,AVANTE,FEMININO,21 a 24 anos,"1,251"
2019,10,AVANTE,FEMININO,25 a 34 anos,"10,822"
2019,10,AVANTE,FEMININO,35 a 44 anos,"18,856"
2019,10,AVANTE,FEMININO,45 a 59 anos,"29,669"
2019,10,AVANTE,FEMININO,60 a 69 anos,"12,309"
2019,10,AVANTE,FEMININO,70 a 79 anos,"5,262"
2019,10,AVANTE,FEMININO,Superior a 79 anos,"2,323"
2019,10,AVANTE,MASCULINO,16 anos,2
2019,10,AVANTE,MASCULINO,17 anos,10
2019,10,AVANTE,MASCULINO,18 a 20 anos,182
2019,10,AVANTE,MASCULINO,21 a 24 anos,"1,321"
2019,10,AVANTE,MASCULINO,25 a 34 anos,"12,657"
2019,10,AVANTE,MASCULINO,35 a 44 anos,"23,374"
2019,10,AVANTE,MASCULINO,45 a 59 anos,"36,514"
2019,10,AVANTE,MASCULINO,60 a 69 anos,"13,948"
2019,10,AVANTE,MASCULINO,70 a 79 anos,"5,677"
2019,10,AVANTE,MASCULINO,Inválida,1
2019,10,AVANTE,MASCULINO,Superior a 79 anos,"2,208"
2019,10,AVANTE,NÃO INFORMADO,45 a 59 anos,46
2019,10,AVANTE,NÃO INFORMADO,60 a 69 anos,30
2019,10,AVANTE,NÃO INFORMADO,70 a 79 anos,30
2019,10,AVANTE,NÃO INFORMADO,Superior a 79 anos,11
2019,10,CIDADANIA,FEMININO,16 anos,2
2019,10,CIDADANIA,FEMININO,17 anos,4
2019,10,CIDADANIA,FEMININO,18 a 20 anos,226
2019,10,CIDADANIA,FEMININO,21 a 24 anos,"1,680"
2019,10,CIDADANIA,FEMININO,25 a 34 anos,"16,743"
2019,10,CIDADANIA,FEMININO,35 a 44 anos,"47,043"
2019,10,CIDADANIA,FEMININO,45 a 59 anos,"71,677"
2019,10,CIDADANIA,FEMININO,60 a 69 anos,"32,733"
2019,10,CIDADANIA,FEMININO,70 a 79 anos,"13,982"
2019,10,CIDADANIA,FEMININO,Inválida,3
2019,10,CIDADANIA,FEMININO,Superior a 79 anos,"5,669"
2019,10,CIDADANIA,MASCULINO,16 anos,1
2019,10,CIDADANIA,MASCULINO,17 anos,10
2019,10,CIDADANIA,MASCULINO,18 a 20 anos,303
2019,10,CIDADANIA,MASCULINO,21 a 24 anos,"2,026"
2019,10,CIDADANIA,MASCULINO,25 a 34 anos,"21,566"
2019,10,CIDADANIA,MASCULINO,35 a 44 anos,"62,841"
2019,10,CIDADANIA,MASCULINO,45 a 59 anos,"97,808"
2019,10,CIDADANIA,MASCULINO,60 a 69 anos,"42,652"
2019,10,CIDADANIA,MASCULINO,70 a 79 anos,"18,078"
2019,10,CIDADANIA,MASCULINO,Inválida,5
2019,10,CIDADANIA,MASCULINO,Superior a 79 anos,"6,823"
2019,10,CIDADANIA,NÃO INFORMADO,45 a 59 anos,60
2019,10,CIDADANIA,NÃO INFORMADO,60 a 69 anos,54
2019,10,CIDADANIA,NÃO INFORMADO,70 a 79 anos,35
2019,10,CIDADANIA,NÃO INFORMADO,Superior a 79 anos,22
2019,10,DC,FEMININO,16 anos,1
2019,10,DC,FEMININO,17 anos,1
2019,10,DC,FEMININO,18 a 20 anos,127
2019,10,DC,FEMININO,21 a 24 anos,"1,005"
2019,10,DC,FEMININO,25 a 34 anos,"11,904"
2019,10,DC,FEMININO,35 a 44 anos,"22,425"
2019,10,DC,FEMININO,45 a 59 anos,"27,153"
2019,10,DC,FEMININO,60 a 69 anos,"10,781"
2019,10,DC,FEMININO,70 a 79 anos,"4,443"
2019,10,DC,FEMININO,Inválida,1
2019,10,DC,FEMININO,Superior a 79 anos,"1,644"
2019,10,DC,MASCULINO,17 anos,2
2019,10,DC,MASCULINO,18 a 20 anos,123
2019,10,DC,MASCULINO,21 a 24 anos,"1,227"
2019,10,DC,MASCULINO,25 a 34 anos,"13,261"
2019,10,DC,MASCULINO,35 a 44 anos,"26,852"
2019,10,DC,MASCULINO,45 a 59 anos,"33,720"
2019,10,DC,MASCULINO,60 a 69 anos,"12,893"
2019,10,DC,MASCULINO,70 a 79 anos,"5,181"
2019,10,DC,MASCULINO,Inválida,3
2019,10,DC,MASCULINO,Superior a 79 anos,"1,798"
2019,10,DC,NÃO INFORMADO,45 a 59 anos,28
2019,10,DC,NÃO INFORMADO,60 a 69 anos,24
2019,10,DC,NÃO INFORMADO,70 a 79 anos,24
2019,10,DC,NÃO INFORMADO,Superior a 79 anos,8
2019,10,DEM,FEMININO,16 anos,3
2019,10,DEM,FEMININO,17 anos,30
2019,10,DEM,FEMININO,18 a 20 anos,469
2019,10,DEM,FEMININO,21 a 24 anos,"2,763"
2019,10,DEM,FEMININO,25 a 34 anos,"29,304"
2019,10,DEM,FEMININO,35 a 44 anos,"80,070"
2019,10,DEM,FEMININO,45 a 59 anos,"165,598"
2019,10,DEM,FEMININO,60 a 69 anos,"91,498"
2019,10,DEM,FEMININO,70 a 79 anos,"48,011"
2019,10,DEM,FEMININO,Inválida,8
2019,10,DEM,FEMININO,Superior a 79 anos,"24,023"
2019,10,DEM,MASCULINO,16 anos,3
